name,birthyear,language,lat,lng,gender,interests
Robert Nichols,1946,German,46.18396,6.10237,m,children;knitting;swim
John Carter MD,1945,German,47.30997,8.52462,m,swim
Theresa Saunders,1942,German,46.18396,6.10237,f,gardening;knitting
Samantha Hughes,1946,French,46.18396,6.10237,f,children;gardening;swim
Jeremy Smith,1942,French,46.18396,6.10237,m,jazz;gardening
Austin Rodriguez,1943,French,46.18396,6.10237,m,children;gardening;knitting;swim
Cody Evans,1936,French,46.18396,6.10237,m,cats;gardening;knitting
Daniel Perez,1931,German,47.30997,8.52462,m,cats;knitting
Heather Chung,1933,German,46.18396,6.10237,f,dogs
Wendy Lee,1932,German,46.18396,6.10237,f,knitting
Ralph Adams,1948,German,46.18396,6.10237,m,dogs;swim
Gina Wright,1950,German,46.18396,6.10237,f,children;knitting
Theresa Brown,1949,French,47.30997,8.52462,f,swim
Peter Walker,1933,French,46.18396,6.10237,m,dogs;castles
Morgan Barker,1951,German,46.18396,6.10237,f,dogs
Lisa Nielsen,1937,German,46.18396,6.10237,f,castles;swim
Michael Fisher,1947,German,46.18396,6.10237,m,castles
Wayne Walsh,1942,French,46.18396,6.10237,m,jazz;gardening
Katherine Fitzpatrick,1946,German,46.18396,6.10237,f,children;jazz;knitting
Jason Richardson,1939,German,47.30997,8.52462,m,cats;swim
Bobby Wade,1935,French,47.30997,8.52462,m,castles;gardening
Nicole Moreno,1941,German,47.30997,8.52462,f,jazz
Sean Gilbert,1941,French,47.30997,8.52462,m,jazz
Kristine Miller,1932,German,47.30997,8.52462,f,swim
Rachael Stevens,1943,French,47.30997,8.52462,f,cats;castles
Ernest Williams,1953,French,46.18396,6.10237,m,gardening
Thomas Green,1933,German,46.18396,6.10237,m,jazz;gardening;swim
Loretta Walker,1950,German,47.30997,8.52462,f,castles;swim
Lisa Berry,1932,French,47.30997,8.52462,f,cats;children;knitting
Heather Sosa,1931,French,47.30997,8.52462,f,castles
Carol Paul,1934,French,46.18396,6.10237,f,dogs;swim
Charles Gibson,1932,French,47.30997,8.52462,m,dogs;swim
Jill Schwartz,1940,German,46.18396,6.10237,f,castles
Nicolas Johnson,1947,German,47.30997,8.52462,m,knitting
Kathy Newton,1946,German,46.18396,6.10237,f,swim
Jose Decker,1932,German,46.18396,6.10237,m,castles;gardening
Todd Vincent,1943,French,47.30997,8.52462,m,knitting
Curtis Bruce,1938,French,46.18396,6.10237,m,dogs;gardening
Carrie Jackson,1932,German,47.30997,8.52462,f,dogs;swim
Sara Sutton,1952,German,46.18396,6.10237,f,knitting
Taylor Santiago,1949,German,47.30997,8.52462,f,cats;jazz;gardening
Amanda Harris,1941,French,47.30997,8.52462,f,knitting
Tiffany Mills,1948,German,47.30997,8.52462,f,jazz
Justin Herman,1933,French,47.30997,8.52462,m,knitting;swim
Adriana Spencer,1942,French,46.18396,6.10237,f,jazz
Karen Duffy,1937,German,46.18396,6.10237,f,swim
Terri Wilson,1938,French,46.18396,6.10237,f,jazz
Jorge Kennedy,1939,French,47.30997,8.52462,m,knitting
Ashley Fisher,1942,German,46.18396,6.10237,f,castles
Daniel White,1941,German,46.18396,6.10237,m,dogs
Matthew Clark,1948,French,47.30997,8.52462,m,castles;gardening
Stephanie Woods DDS,1939,German,47.30997,8.52462,f,jazz
Andrea Peterson,1941,German,46.18396,6.10237,f,dogs;jazz;knitting
Robert Nichols,1948,German,46.18396,6.10237,m,children;gardening
Jessica Smith,1930,French,46.18396,6.10237,f,castles
Whitney Klein,1934,French,47.30997,8.52462,f,castles;gardening
Mrs. Michelle Howard,1933,French,47.30997,8.52462,f,jazz;castles
John Robinson,1948,German,46.18396,6.10237,m,cats
Bernard Johnson,1947,French,47.30997,8.52462,m,jazz;gardening
Katie Ali,1946,German,47.30997,8.52462,f,knitting;swim
Kevin Thomas,1947,German,46.18396,6.10237,m,swim
Taylor Holmes,1929,German,47.30997,8.52462,f,swim
Mark Jimenez DDS,1951,French,47.30997,8.52462,m,jazz
Connie Drake,1951,French,47.30997,8.52462,f,knitting
Jason Harmon,1940,German,47.30997,8.52462,m,jazz;castles
Michele Munoz,1930,German,46.18396,6.10237,f,knitting;swim
John Johnson,1942,German,46.18396,6.10237,m,knitting
Dana Payne,1933,French,46.18396,6.10237,f,swim
Brandon Cruz,1928,German,47.30997,8.52462,m,jazz;swim
John Stevens,1933,French,47.30997,8.52462,m,knitting
Angela Hogan,1952,French,47.30997,8.52462,f,knitting
Christopher Coleman,1935,German,46.18396,6.10237,m,swim
James Atkinson,1948,German,47.30997,8.52462,m,gardening
Haley Dickson,1949,French,46.18396,6.10237,f,gardening;swim
Bryan Brock,1929,German,46.18396,6.10237,m,jazz;castles;swim
Crystal Jackson,1934,French,46.18396,6.10237,f,swim
Lisa Myers,1934,French,47.30997,8.52462,f,jazz
Hannah Gallegos,1946,French,47.30997,8.52462,f,children
David Thompson,1928,French,47.30997,8.52462,m,jazz
Samuel Payne,1953,German,46.18396,6.10237,m,jazz;knitting
Patrick Davis,1949,German,46.18396,6.10237,m,knitting
Patricia Kidd,1951,German,46.18396,6.10237,f,swim
Christopher Blanchard,1951,German,47.30997,8.52462,m,jazz;swim
Maria Harris,1943,German,46.18396,6.10237,f,gardening
Lisa Hughes,1933,French,46.18396,6.10237,f,jazz
James Thomas,1949,German,46.18396,6.10237,m,gardening;knitting
John Baxter,1940,French,47.30997,8.52462,m,swim
Troy Robertson,1945,German,47.30997,8.52462,m,children;knitting
Danielle Salazar,1940,German,46.18396,6.10237,f,swim
Tiffany Gallagher,1943,German,46.18396,6.10237,f,swim
Candice Carey,1944,German,47.30997,8.52462,f,gardening
Tracy Navarro,1928,German,46.18396,6.10237,f,cats;jazz;knitting;swim
Heather Edwards,1945,German,46.18396,6.10237,f,cats;castles;swim
Timothy Morrison,1935,French,47.30997,8.52462,m,dogs;castles
Alan Andersen,1951,German,47.30997,8.52462,m,dogs;children;swim
Lauren Roberts,1936,German,47.30997,8.52462,f,swim
Donald Sanchez,1949,German,46.18396,6.10237,m,dogs;gardening;swim
Russell Kim,1932,German,46.18396,6.10237,m,gardening
David Vaughn,1943,German,47.30997,8.52462,m,castles
Brianna Perez,1929,German,47.30997,8.52462,f,jazz
Mario Hughes,1929,German,47.30997,8.52462,m,jazz;castles
Timothy Schmidt,1952,French,46.18396,6.10237,m,castles;gardening
Danielle Rasmussen,1929,French,47.30997,8.52462,f,dogs;children;castles
Mrs. Shawna Rivera DVM,1945,German,47.30997,8.52462,f,dogs;knitting
Daniel Mitchell,1948,French,47.30997,8.52462,m,cats;dogs;children
Bobby Wilkins,1944,German,46.18396,6.10237,m,castles
Monique Jackson,1943,French,46.18396,6.10237,f,knitting
Christine Mcpherson,1941,German,46.18396,6.10237,f,gardening
Willie Moore,1946,German,47.30997,8.52462,m,dogs;castles
Jessica Ross,1937,French,46.18396,6.10237,f,knitting
Kristy Ramirez,1941,German,46.18396,6.10237,f,cats;dogs;knitting
Natalie Kelly,1953,French,46.18396,6.10237,f,dogs;gardening
Dr. Paul Smith,1941,German,46.18396,6.10237,m,dogs;gardening
Monica Scott,1940,French,47.30997,8.52462,f,jazz
Brandon Harris,1932,French,47.30997,8.52462,m,gardening
Cynthia Duncan,1937,French,46.18396,6.10237,f,children;castles
Joshua Johnson,1936,French,46.18396,6.10237,m,cats;knitting
Michelle Patrick,1934,German,46.18396,6.10237,f,swim
Darlene Doyle,1936,German,46.18396,6.10237,f,children;jazz;swim
Lance Phillips,1944,French,46.18396,6.10237,m,dogs
Veronica Medina,1946,French,47.30997,8.52462,f,children
Jennifer Brown,1941,German,46.18396,6.10237,f,dogs;swim
Victoria Sanders,1953,French,47.30997,8.52462,f,jazz
Sara Johnston,1946,German,46.18396,6.10237,f,swim
Madison Price,1941,German,46.18396,6.10237,f,swim
Christina Wade,1930,German,46.18396,6.10237,f,jazz;swim
Albert Simpson,1932,German,46.18396,6.10237,m,dogs;jazz
Casey Webster,1934,French,47.30997,8.52462,m,knitting
Natalie Nguyen,1939,German,46.18396,6.10237,f,jazz
Paul Reed,1939,French,46.18396,6.10237,m,knitting
Robert Brandt,1949,French,47.30997,8.52462,m,cats;castles;gardening;swim
John Baker,1930,French,47.30997,8.52462,m,castles;swim
Rachael Clark,1943,German,47.30997,8.52462,f,dogs
James Williams,1935,French,46.18396,6.10237,m,gardening;swim
Craig Martin,1936,German,46.18396,6.10237,m,dogs;castles;knitting
Jeremy Gay,1934,French,47.30997,8.52462,m,castles
Laura Hanson,1950,German,46.18396,6.10237,f,children
Donald Mendez,1952,German,47.30997,8.52462,m,gardening
Darius Snyder,1938,French,47.30997,8.52462,m,knitting
Jennifer Diaz,1938,French,47.30997,8.52462,f,jazz;knitting
Latoya Harris,1931,German,46.18396,6.10237,f,jazz
Kiara Wilcox,1930,German,47.30997,8.52462,f,cats;jazz;gardening
Steven Johnston,1952,French,46.18396,6.10237,m,dogs;knitting
Joshua Hernandez,1938,French,46.18396,6.10237,m,gardening
Mark Hull,1952,French,46.18396,6.10237,m,knitting
Rachel Jones,1938,French,46.18396,6.10237,f,knitting
Gary Humphrey,1950,German,47.30997,8.52462,m,cats;gardening
Nichole Grimes,1949,German,46.18396,6.10237,f,castles
Malik Clark,1942,French,47.30997,8.52462,m,knitting
Robert Lin,1945,French,47.30997,8.52462,m,knitting
Colleen Griffin,1929,French,47.30997,8.52462,f,dogs
Joseph Watson,1941,German,47.30997,8.52462,m,swim
Linda Anderson,1944,German,47.30997,8.52462,f,gardening;knitting
Cynthia Patel,1943,German,47.30997,8.52462,f,children
Sierra Brown,1951,French,46.18396,6.10237,f,castles;gardening
Michelle Blanchard,1947,French,46.18396,6.10237,f,jazz
Jason Johnson,1939,French,46.18396,6.10237,m,swim
Brett Rogers,1946,French,47.30997,8.52462,m,castles
Patrick Mitchell,1947,French,46.18396,6.10237,m,gardening
Timothy Evans,1950,French,47.30997,8.52462,m,jazz
David Johnson,1936,German,47.30997,8.52462,m,cats;castles;gardening;swim
Brian Miller,1950,French,47.30997,8.52462,m,swim
Laura Sosa,1944,German,46.18396,6.10237,f,gardening
James Wang,1938,French,46.18396,6.10237,m,gardening
Amy Williams,1943,German,47.30997,8.52462,f,swim
Timothy Martin,1929,German,46.18396,6.10237,m,knitting
Matthew Perez,1941,German,47.30997,8.52462,m,swim
Jonathan Odonnell,1940,German,46.18396,6.10237,m,castles;knitting
Melanie Davis,1952,German,47.30997,8.52462,f,gardening
Robert Durham,1935,French,47.30997,8.52462,m,dogs
Adam Williams,1950,German,46.18396,6.10237,m,gardening
Matthew Smith,1930,German,46.18396,6.10237,m,gardening
Savannah Foster,1937,French,46.18396,6.10237,f,jazz;gardening;knitting
Virginia Lee,1947,French,47.30997,8.52462,f,dogs;children
Ms. Patricia Rhodes,1943,French,47.30997,8.52462,f,gardening
Nicole Adams,1935,German,46.18396,6.10237,f,cats
David Woodard,1947,German,47.30997,8.52462,m,knitting
Steven Franco,1943,French,46.18396,6.10237,m,swim
Heather Spears,1933,French,47.30997,8.52462,f,jazz
Dustin Stevenson,1951,German,47.30997,8.52462,m,gardening
Denise Barnes,1930,German,47.30997,8.52462,f,jazz
Sharon Webb,1950,French,46.18396,6.10237,f,jazz
Wendy Wilson,1937,French,47.30997,8.52462,f,cats;knitting
Kyle Valenzuela,1928,German,46.18396,6.10237,m,children;swim
Eric Fernandez,1949,German,46.18396,6.10237,m,knitting
Frank Clay,1945,French,47.30997,8.52462,m,gardening
Brandon Pierce,1934,German,47.30997,8.52462,m,jazz
Aaron Swanson,1946,German,47.30997,8.52462,m,jazz
Rhonda Davidson,1934,German,47.30997,8.52462,f,cats;dogs
Vicki Jacobs,1934,French,46.18396,6.10237,f,gardening;knitting
Jason Mcconnell,1949,French,46.18396,6.10237,m,gardening
Ryan Rodriguez,1933,French,47.30997,8.52462,m,cats;castles
Timothy Jackson,1937,German,46.18396,6.10237,m,gardening
Daniel Norton,1942,French,47.30997,8.52462,m,swim
Alicia Rhodes,1940,German,46.18396,6.10237,f,dogs
Tara Ward,1930,German,47.30997,8.52462,f,dogs
Dr. John Avila,1950,French,47.30997,8.52462,m,knitting
Sandra Short,1947,French,46.18396,6.10237,f,children;swim
Brian Mccarthy DVM,1952,German,47.30997,8.52462,m,swim
Darryl Henry,1929,French,47.30997,8.52462,m,swim
Kayla Walls,1951,French,46.18396,6.10237,f,swim
Melissa Evans,1949,German,46.18396,6.10237,f,knitting
Sabrina Smith,1936,German,46.18396,6.10237,f,knitting
James Davis,1939,French,46.18396,6.10237,m,castles
Joel Black,1928,German,46.18396,6.10237,m,dogs
Elizabeth Golden,1934,German,47.30997,8.52462,f,swim
James Hahn,1942,German,46.18396,6.10237,m,castles
Rachael Watts,1948,French,47.30997,8.52462,f,cats
Michael Castro,1941,German,46.18396,6.10237,m,cats;jazz
Shane Brown,1950,French,47.30997,8.52462,m,cats;children
Dave Williams,1946,French,46.18396,6.10237,m,gardening;swim
Jennifer Nielsen,1942,German,46.18396,6.10237,f,dogs;swim
Ryan James,1935,French,46.18396,6.10237,m,swim
Jessica Hobbs,1928,French,47.30997,8.52462,f,swim
Karen Reid,1939,French,47.30997,8.52462,f,castles;swim
Carolyn Thompson,1940,German,46.18396,6.10237,f,jazz
Patrick Jenkins,1936,French,47.30997,8.52462,m,dogs;jazz;knitting
Gregory Vang,1928,French,47.30997,8.52462,m,children
Albert Smith,1930,French,47.30997,8.52462,m,children
Amanda White,1933,French,46.18396,6.10237,f,cats;dogs;gardening
Alex Cooper,1928,German,47.30997,8.52462,m,children;swim
Patrick Barnett,1950,French,47.30997,8.52462,m,castles
Darryl Johnson,1933,French,47.30997,8.52462,m,swim
Laura Collins,1940,German,46.18396,6.10237,f,jazz;knitting
Megan Cook,1948,French,46.18396,6.10237,f,cats;swim
Jennifer Davis,1938,German,47.30997,8.52462,f,children
Bianca Maldonado,1949,French,47.30997,8.52462,f,knitting
Amy Simmons,1947,French,47.30997,8.52462,f,cats;children;swim
Matthew Lewis,1936,German,46.18396,6.10237,m,castles
Olivia Rivera,1944,German,47.30997,8.52462,f,gardening;knitting
Johnathan Thompson,1937,German,47.30997,8.52462,m,children
Judy Butler,1935,French,46.18396,6.10237,f,gardening
Jessica Hernandez,1942,German,47.30997,8.52462,f,swim
Sandra Perkins,1931,French,46.18396,6.10237,f,gardening
Martin Gibson,1946,German,47.30997,8.52462,m,castles
Joseph Henderson,1932,German,47.30997,8.52462,m,knitting
Ronald Coleman,1931,German,46.18396,6.10237,m,knitting
Jose Shelton,1936,German,47.30997,8.52462,m,cats;jazz;knitting
Jessica Hawkins,1952,German,47.30997,8.52462,f,swim
Christine Walker PhD,1947,French,47.30997,8.52462,f,jazz;castles
Monica Richardson,1936,French,47.30997,8.52462,f,gardening
Cory Rich,1947,French,46.18396,6.10237,m,castles;knitting
Richard Johnson,1938,German,47.30997,8.52462,m,jazz
Derek Rodriguez,1947,German,46.18396,6.10237,m,gardening
Adam Ayers,1942,German,46.18396,6.10237,m,cats;jazz;castles
Dr. Lauren Nguyen MD,1932,French,47.30997,8.52462,f,cats;dogs;gardening
Becky Smith,1946,French,47.30997,8.52462,f,jazz
Brent Chavez,1946,German,47.30997,8.52462,m,jazz;knitting;swim
Jared Phillips,1938,French,47.30997,8.52462,m,children
Crystal Johnson,1937,French,46.18396,6.10237,f,cats;jazz;castles
Corey Smith,1937,French,46.18396,6.10237,m,cats;swim
Maria Nguyen,1936,French,47.30997,8.52462,f,jazz
Jasmine Jarvis,1937,French,46.18396,6.10237,f,knitting
Kyle Barrett,1941,French,47.30997,8.52462,m,knitting
Jessica Smith,1939,German,47.30997,8.52462,f,swim
Robert Snyder,1930,French,47.30997,8.52462,m,cats;castles;swim
Sandra Griffith,1943,French,46.18396,6.10237,f,knitting
Michael Kim,1932,German,47.30997,8.52462,m,jazz;swim
Robert Jackson,1952,German,47.30997,8.52462,m,knitting
Sarah Banks,1944,German,47.30997,8.52462,f,gardening;knitting
Nicole Williams,1929,French,47.30997,8.52462,f,knitting
Kathleen Flores,1929,German,46.18396,6.10237,f,castles
Thomas Lawson,1943,French,46.18396,6.10237,m,swim
Patricia Morse,1945,French,47.30997,8.52462,f,knitting
Janice Peters,1950,French,47.30997,8.52462,f,children;gardening
Joseph Caldwell,1948,German,46.18396,6.10237,m,castles
Amy Obrien,1936,French,47.30997,8.52462,f,dogs;castles
Paul Snyder,1944,French,47.30997,8.52462,m,dogs;gardening
Matthew Rivera,1940,French,46.18396,6.10237,m,castles;gardening
Jose Hartman,1930,French,46.18396,6.10237,m,cats;dogs;children;swim
Nicholas Young,1951,French,46.18396,6.10237,m,dogs;jazz;castles
Thomas Cabrera,1952,French,46.18396,6.10237,m,children
Mallory Garrison,1931,German,47.30997,8.52462,f,cats
Anna Hall,1945,German,46.18396,6.10237,f,dogs;gardening
Douglas Gallegos,1948,French,47.30997,8.52462,m,knitting
Jaime Stevens,1943,German,46.18396,6.10237,m,swim
Jared Molina,1946,French,46.18396,6.10237,m,swim
Steven Henry,1939,French,46.18396,6.10237,m,dogs;knitting
Chase Stone,1930,German,46.18396,6.10237,m,jazz;knitting
Jeffrey Howard,1945,German,47.30997,8.52462,m,dogs;jazz
Emily Griffith,1934,French,47.30997,8.52462,f,swim
Kelly Clark,1942,French,46.18396,6.10237,f,jazz
Reginald Hill,1938,French,46.18396,6.10237,m,swim
John Rogers,1942,French,46.18396,6.10237,m,children;swim
Mary Hull,1933,German,47.30997,8.52462,f,dogs;swim
Kenneth Wilson,1937,French,47.30997,8.52462,m,jazz
Michael Clark,1930,German,46.18396,6.10237,m,gardening
Gabriella Mills,1942,French,47.30997,8.52462,f,castles;swim
Juan Burgess,1935,French,47.30997,8.52462,m,cats
Katie Gould,1952,German,46.18396,6.10237,f,swim
Brittney Morris,1942,French,46.18396,6.10237,f,swim
James Mitchell,1929,French,46.18396,6.10237,m,castles
Debra Ochoa,1937,German,46.18396,6.10237,f,jazz;swim
Jacob Roach,1933,German,47.30997,8.52462,m,knitting
Danielle Murphy,1942,German,47.30997,8.52462,f,gardening
Nicole Hill,1936,German,47.30997,8.52462,f,gardening
Donald Mathis,1950,German,46.18396,6.10237,m,jazz;swim
Eric Wilson,1944,French,46.18396,6.10237,m,gardening
James Petersen,1940,German,46.18396,6.10237,m,castles;knitting
Lisa Kirk,1937,German,46.18396,6.10237,f,children;jazz
Amanda Ruiz,1945,German,47.30997,8.52462,f,cats;gardening;swim
Felicia Smith,1949,French,46.18396,6.10237,f,children
Susan Shaw,1935,German,47.30997,8.52462,f,knitting
Tiffany Grant,1941,German,47.30997,8.52462,f,children
Kimberly Hall,1939,French,46.18396,6.10237,f,jazz;gardening
Elizabeth Walker,1933,French,47.30997,8.52462,f,gardening
Barbara Miller,1935,German,47.30997,8.52462,f,dogs;jazz;knitting
Travis Parker,1952,German,47.30997,8.52462,m,castles
Justin Barnes,1952,French,47.30997,8.52462,m,castles;knitting
Keith White,1937,French,46.18396,6.10237,m,jazz;castles
Michelle Owens,1943,French,46.18396,6.10237,f,knitting
Jeffrey Williams,1929,German,47.30997,8.52462,m,swim
Stacey Martin,1951,French,46.18396,6.10237,f,swim
Tamara Ross,1950,French,47.30997,8.52462,f,swim
Roger David,1946,German,46.18396,6.10237,m,castles
Christopher Scott,1939,German,47.30997,8.52462,m,swim
Lance Ellis,1951,German,46.18396,6.10237,m,jazz;gardening
Robert Garcia,1938,German,47.30997,8.52462,m,castles;swim
Jessica Ayers,1931,German,47.30997,8.52462,f,gardening
Ashley Gray,1949,German,47.30997,8.52462,f,gardening
Sonya Hartman,1931,German,47.30997,8.52462,f,children;gardening
Mrs. Kristina Guzman,1953,French,47.30997,8.52462,f,swim
Stephanie Lam,1950,French,47.30997,8.52462,f,swim
Jennifer Graves,1938,French,47.30997,8.52462,f,gardening
Brian Jackson,1929,French,47.30997,8.52462,m,jazz
Maria Weaver,1951,French,46.18396,6.10237,f,gardening
Vanessa Barber,1933,German,47.30997,8.52462,f,children;castles
Jason Gordon,1937,French,46.18396,6.10237,m,swim
Rachel Maxwell,1943,French,46.18396,6.10237,f,gardening
Nicolas Peters,1944,French,46.18396,6.10237,m,knitting
David Perez,1928,French,46.18396,6.10237,m,dogs
Donald Frazier,1932,French,46.18396,6.10237,m,gardening;knitting
Amber Brooks,1938,French,46.18396,6.10237,f,jazz;swim
Rachel Brown,1944,German,46.18396,6.10237,f,gardening
Sean Liu,1946,German,46.18396,6.10237,m,castles;knitting
Randall Ashley,1944,German,47.30997,8.52462,m,castles
Suzanne Edwards,1943,German,46.18396,6.10237,f,knitting
Tony Hogan,1931,German,47.30997,8.52462,m,children;knitting;swim
Larry Miller,1939,French,47.30997,8.52462,m,cats;jazz;swim
Jennifer White,1939,German,46.18396,6.10237,f,gardening
Amanda Garcia,1946,German,46.18396,6.10237,f,cats
Matthew George,1938,French,47.30997,8.52462,m,children
Julie Bradley,1943,German,47.30997,8.52462,f,jazz;gardening
Danielle Fry,1938,French,47.30997,8.52462,f,swim
Belinda Brewer,1944,German,46.18396,6.10237,f,dogs;gardening
Tiffany Chavez,1947,French,47.30997,8.52462,f,castles;knitting
